onset	duration	trial_type	response_value	stim_file
2.783	142.365	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_relevance	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_happy	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_sad	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_afraid	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_disgusted	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_warm	n/a	ses-01_run-04_order-01_content-beatbox.mp4
n/a	n/a	rating_engaged	n/a	ses-01_run-04_order-01_content-beatbox.mp4
180.56	339.071	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_relevance	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_happy	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_sad	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_afraid	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_disgusted	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_warm	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
n/a	n/a	rating_engaged	n/a	ses-01_run-04_order-02_content-angrygrandpa.mp4
