onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
7.99	1.0	pain	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l052.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11.24	n/a	pain	expectrating	1	low_cue	n/a	n/a	n/a	27.08	Moderate	2.58	3.85	task-social/cue/runtype-pain/scl/l052.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.37	12.369999999999997	pain	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19.37	23.13	28.13	31.74	success	n/a	n/a	n/a
33.4	2.0	pain	outcomerating	1	low_cue	med_stim	35.03	Strong	35.03	Strong	2.58	3.85	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
40.71	1.0	pain	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h038.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.61	2.82	pain	expectrating	2	high_cue	n/a	58.92	Strong	58.92	Strong	1.1	1.72	task-social/cue/runtype-pain/sch/h038.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
51.73	11.900000000000006	pain	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	51.73	55.23	60.23	63.63	success	n/a	n/a	n/a
61.61	2.12	pain	outcomerating	2	high_cue	low_stim	33.24	Strong	33.24	Strong	1.1	1.72	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
70.8	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h006.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.72	3.02	pain	expectrating	3	high_cue	n/a	53.22	Strong	53.22	Strong	1.05	1.97	task-social/cue/runtype-pain/sch/h006.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
88.93	12.819999999999993	pain	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	88.93	92.94	97.94	101.75	success	n/a	n/a	n/a
102.9	2.5	pain	outcomerating	3	high_cue	high_stim	46.47	Strong	46.47	Strong	1.05	1.97	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
108.8	1.0	pain	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l008.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
111.6	3.16	pain	expectrating	4	low_cue	n/a	45.0	Strong	45.0	Strong	1.22	1.94	task-social/cue/runtype-pain/scl/l008.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
117.35	12.360000000000014	pain	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	117.35	121.11	126.11	129.72	success	n/a	n/a	n/a
126.8	2.6	pain	outcomerating	4	low_cue	med_stim	39.81	Strong	39.81	Strong	1.22	1.94	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
134.11	1.0	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h005.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
135.71	n/a	pain	expectrating	5	high_cue	n/a	n/a	n/a	52.33	Strong	1.2	3.62	task-social/cue/runtype-pain/sch/h005.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
143.85	11.900000000000006	pain	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	143.85	147.35	152.35	155.75	success	n/a	n/a	n/a
153.4	2.14	pain	outcomerating	5	high_cue	low_stim	43.54	Strong	43.54	Strong	1.2	3.62	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
164.6	1.0	pain	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
166.9	2.47	pain	expectrating	6	low_cue	n/a	37.51	Strong	37.51	Strong	1.02	1.45	task-social/cue/runtype-pain/scl/l004.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
171.93	12.819999999999993	pain	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	171.93	175.94	180.94	184.75	success	n/a	n/a	n/a
189.69	3.35	pain	outcomerating	6	low_cue	high_stim	42.98	Strong	42.98	Strong	1.02	1.45	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
