onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.023	1.82	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg
7.073	0.025	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg
7.407	1.508	tomspunt	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_474.jpg
9.224	1.018	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg
10.558	0.957	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg
11.825	0.923	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
13.059	1.005	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg
14.376	1.038	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg
22.546	1.502	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
24.363	1.202	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
25.88	1.219	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
27.414	1.118	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
28.848	0.902	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
30.065	0.919	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
31.299	0.749	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
32.349	1.219	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
41.653	1.112	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
43.07	1.044	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
44.421	0.952	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
45.688	0.643	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
46.638	n/a	tomspunt	admiring?	why_face	n/a	no	incorrect	task-tomspunt/F_692.jpg
48.672	0.658	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
49.639	0.741	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
50.69	1.441	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
60.627	0.587	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
61.527	0.937	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
62.778	0.686	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
63.778	0.818	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
64.912	0.619	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
65.845	0.635	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
66.796	0.768	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
67.879	0.852	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
78.15	1.102	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg
79.567	1.031	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg
80.901	1.046	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
82.251	0.969	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_077.jpg
83.535	0.829	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_443.jpg
84.669	0.795	tomspunt	lifting?	how_hand	no	no	correct	task-tomspunt/H_012.jpg
85.769	0.602	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
86.686	0.902	tomspunt	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_170.jpg
100.642	1.306	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
102.259	0.772	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
103.343	0.785	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
104.443	1.221	tomspunt	helping?	why_hand	no	yes	incorrect	task-tomspunt/H_024.jpg
105.977	0.904	tomspunt	helping?	why_hand	yes	no	incorrect	task-tomspunt/H_012.jpg
107.194	1.42	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
108.928	1.003	tomspunt	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
110.245	1.102	tomspunt	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
118.515	1.402	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
120.232	1.148	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
121.683	0.902	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
122.9	0.831	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
124.034	1.268	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
125.618	1.981	tomspunt	proud?	why_face	yes	no	incorrect	task-tomspunt/F_776.jpg
127.652	0.018	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
127.985	0.018	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg
136.038	0.668	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
137.022	0.909	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
138.239	0.659	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
139.206	1.142	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_779.jpg
140.657	1.218	tomspunt	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
142.19	0.924	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_111.jpg
143.424	1.49	tomspunt	looking to side?	how_face	no	yes	incorrect	task-tomspunt/F_110.jpg
145.225	1.202	tomspunt	looking to side?	how_face	no	no	correct	task-tomspunt/F_798.jpg
