onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
10.1	0.98	pain	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h037.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.42	n/a	pain	expectrating	1	high_cue	n/a	n/a	n/a	46.79	Strong	3.57	3.77	task-social/cue/runtype-pain/sch/h037.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
18.25	12.370000000000001	pain	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18.25	22.01	27.01	30.62	success	n/a	n/a	n/a
31.5	2.1	pain	outcomerating	1	high_cue	med_stim	53.82	Strong	53.82	Strong	3.57	3.77	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
36.3	1.0	pain	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.2	2.2	pain	expectrating	2	high_cue	n/a	60.65	Strong	60.65	Strong	0.45	1.75	task-social/cue/runtype-pain/sch/h007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
45.52	11.899999999999999	pain	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	45.52	49.02	54.02	57.42	success	n/a	n/a	n/a
55.81	2.11	pain	outcomerating	2	high_cue	low_stim	49.55	Strong	49.55	Strong	0.45	1.75	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
68.39	1.0	pain	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l002.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.31	1.85	pain	expectrating	3	low_cue	n/a	24.41	Moderate	24.41	Moderate	0.42	1.43	task-social/cue/runtype-pain/scl/l002.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
78.52	12.36	pain	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	78.52	82.28	87.28	90.89	success	n/a	n/a	n/a
96.4	2.02	pain	outcomerating	3	low_cue	med_stim	66.16	Very Strong	66.16	Very Strong	0.42	1.43	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
103.09	1.0	pain	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.01	1.75	pain	expectrating	4	high_cue	n/a	43.36	Strong	43.36	Strong	0.43	1.32	task-social/cue/runtype-pain/sch/h047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.24	12.820000000000007	pain	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	113.24	117.25	122.25	126.06	success	n/a	n/a	n/a
127.0	2.05	pain	outcomerating	4	high_cue	high_stim	69.52	Very Strong	69.52	Very Strong	0.43	1.32	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
139.6	0.98	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h050.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
141.7	1.97	pain	expectrating	5	high_cue	n/a	62.91	Strong	62.91	Strong	0.6	1.37	task-social/cue/runtype-pain/sch/h050.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157.86	12.819999999999993	pain	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	157.86	161.87	166.87	170.68	success	n/a	n/a	n/a
169.7	2.1	pain	outcomerating	5	high_cue	high_stim	70.04	Very Strong	70.04	Very Strong	0.6	1.37	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
175.7	1.0	pain	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l042.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
178.5	1.82	pain	expectrating	6	low_cue	n/a	37.75	Strong	37.75	Strong	0.32	1.5	task-social/cue/runtype-pain/scl/l042.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
185.73	12.820000000000022	pain	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	185.73	189.74	194.74	198.55	success	n/a	n/a	n/a
195.99	3.2	pain	outcomerating	6	low_cue	high_stim	55.93	Strong	55.93	Strong	0.32	1.5	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
203.09	1.0	pain	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h021.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.39	2.48	pain	expectrating	7	high_cue	n/a	82.99	Very Strong	82.99	Very Strong	0.57	1.92	task-social/cue/runtype-pain/sch/h021.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
215.61	12.359999999999985	pain	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	215.61	219.37	224.37	227.98	success	n/a	n/a	n/a
230.0	2.09	pain	outcomerating	7	high_cue	med_stim	75.22	Very Strong	75.22	Very Strong	0.57	1.92	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
235.79	1.0	pain	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h053.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
237.81	2.14	pain	expectrating	8	high_cue	n/a	84.45	Very Strong	84.45	Very Strong	0.58	1.55	task-social/cue/runtype-pain/sch/h053.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
243.31	11.909999999999997	pain	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	243.31	246.81	251.81	255.21	success	n/a	n/a	n/a
257.0	2.15	pain	outcomerating	8	high_cue	low_stim	50.55	Strong	50.55	Strong	0.58	1.55	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
262.8	1.0	pain	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l019.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
265.0	2.38	pain	expectrating	9	low_cue	n/a	28.72	Moderate	28.72	Moderate	0.35	2.03	task-social/cue/runtype-pain/scl/l019.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
270.81	12.819999999999993	pain	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	270.81	274.82	279.82	283.63	success	n/a	n/a	n/a
289.79	2.4	pain	outcomerating	9	low_cue	high_stim	66.74	Very Strong	66.74	Very Strong	0.35	2.03	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
294.59	1.0	pain	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l052.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
297.5	2.28	pain	expectrating	10	low_cue	n/a	36.27	Strong	36.27	Strong	0.62	1.67	task-social/cue/runtype-pain/scl/l052.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
306.95	11.900000000000034	pain	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	306.95	310.45	315.45	318.85	success	n/a	n/a	n/a
318.8	1.97	pain	outcomerating	10	low_cue	low_stim	28.43	Moderate	28.43	Moderate	0.62	1.67	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
332.99	1.0	pain	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
335.59	2.73	pain	expectrating	11	low_cue	n/a	22.36	Moderate	22.36	Moderate	0.52	2.22	task-social/cue/runtype-pain/scl/l047.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
351.72	11.899999999999977	pain	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	351.72	355.22	360.22	363.62	success	n/a	n/a	n/a
362.0	2.91	pain	outcomerating	11	low_cue	low_stim	26.87	Moderate	26.87	Moderate	0.52	2.22	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
372.29	1.0	pain	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l001.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
374.29	2.92	pain	expectrating	12	low_cue	n/a	26.87	Moderate	26.87	Moderate	0.45	2.47	task-social/cue/runtype-pain/scl/l001.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
379.41	12.369999999999948	pain	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	379.41	383.17	388.17	391.78	success	n/a	n/a	n/a
394.8	2.52	pain	outcomerating	12	low_cue	med_stim	40.78	Strong	40.78	Strong	0.45	2.47	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
