onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.823	22.462	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
27.285	2.871	rating_feeling	656	481	Conflict with a god	swamp	Text	n/a
27.969	2.188	feeling_mouse_trajectory	656	481	Conflict with a god	swamp	Text	n/a
31.322	2.003	rating_expectation	710	542	Conflict with a god	swamp	Text	n/a
31.805	1.52	expectation_mouse_trajectory	710	542	Conflict with a god	swamp	Text	n/a
40.387	24.797	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
65.183	2.774	rating_feeling	656	481	Adultery	swamp	Text	n/a
65.666	2.291	feeling_mouse_trajectory	656	481	Adultery	swamp	Text	n/a
69.2	2.072	rating_expectation	710	542	Adultery	swamp	Text	n/a
69.7	1.572	expectation_mouse_trajectory	710	542	Adultery	swamp	Text	n/a
75.283	21.112	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
96.395	2.568	rating_feeling	656	481	Slaying of kin unrecognized	swamp	Text	n/a
97.145	1.818	feeling_mouse_trajectory	656	481	Slaying of kin unrecognized	swamp	Text	n/a
100.411	2.168	rating_expectation	710	542	Slaying of kin unrecognized	swamp	Text	n/a
100.911	1.668	expectation_mouse_trajectory	710	542	Slaying of kin unrecognized	swamp	Text	n/a
105.477	21.113	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
126.591	2.935	rating_feeling	656	481	Fatal imprudence	hospital	Text	n/a
127.107	2.418	feeling_mouse_trajectory	656	481	Fatal imprudence	hospital	Text	n/a
130.605	3.168	rating_expectation	710	542	Fatal imprudence	hospital	Text	n/a
131.339	2.435	expectation_mouse_trajectory	710	542	Fatal imprudence	hospital	Text	n/a
135.705	25.816	narrative_presentation	n/a	n/a	Erroneous judgement	hospital	Text	task-narratives/Narrative4Situation5.txt
161.521	2.055	rating_feeling	656	481	Erroneous judgement	hospital	Text	n/a
161.938	1.638	feeling_mouse_trajectory	656	481	Erroneous judgement	hospital	Text	n/a
165.538	2.02	rating_expectation	710	542	Erroneous judgement	hospital	Text	n/a
165.938	1.62	expectation_mouse_trajectory	710	542	Erroneous judgement	hospital	Text	n/a
170.602	23.445	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
194.047	2.635	rating_feeling	656	481	Necessity of sacrificing loved ones	hospital	Text	n/a
194.497	2.185	feeling_mouse_trajectory	656	481	Necessity of sacrificing loved ones	hospital	Text	n/a
198.064	2.324	rating_expectation	710	542	Necessity of sacrificing loved ones	hospital	Text	n/a
198.247	2.141	expectation_mouse_trajectory	710	542	Necessity of sacrificing loved ones	hospital	Text	n/a
203.131	19.093	narrative_presentation	n/a	n/a	Recovery of a lost one	prison	Text	task-narratives/Narrative4Situation7.txt
222.224	3.968	rating_feeling	656	481	Recovery of a lost one	prison	Text	n/a
223.774	2.418	feeling_mouse_trajectory	656	481	Recovery of a lost one	prison	Text	n/a
226.241	0.017	rating_expectation	710	542	Recovery of a lost one	prison	Text	n/a
226.291	-0.033	expectation_mouse_trajectory	710	542	Recovery of a lost one	prison	Text	n/a
231.308	38.534	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative4Situation8.txt
269.842	3.818	rating_feeling	656	481	Crimes of love	prison	Text	n/a
270.375	3.285	feeling_mouse_trajectory	656	481	Crimes of love	prison	Text	n/a
273.859	2.151	rating_expectation	710	542	Crimes of love	prison	Text	n/a
274.825	1.184	expectation_mouse_trajectory	710	542	Crimes of love	prison	Text	n/a
282.927	12.398	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative4Situation9.txt
295.325	2.371	rating_feeling	656	481	Abduction	prison	Text	n/a
296.025	1.671	feeling_mouse_trajectory	656	481	Abduction	prison	Text	n/a
299.355	1.87	rating_expectation	710	542	Abduction	prison	Text	n/a
300.005	1.22	expectation_mouse_trajectory	710	542	Abduction	prison	Text	n/a
309.437	32.17	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
341.607	3.638	rating_feeling	656	481	Slaying of kin unrecognized	town	Text	n/a
342.39	2.854	feeling_mouse_trajectory	656	481	Slaying of kin unrecognized	town	Text	n/a
345.639	2.186	rating_expectation	710	542	Slaying of kin unrecognized	town	Text	n/a
346.872	0.953	expectation_mouse_trajectory	710	542	Slaying of kin unrecognized	town	Text	n/a
353.703	17.094	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
