onset	duration	trial_type	response_value	stim_file_TODO
2.77	155.237	video	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
161.423	3.364	rating_relevance	0.62	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
165.208	2.132	rating_happy	0.1	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
170.593	2.5	rating_sad	7.29	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
175.362	2.249	rating_afraid	0.21	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
180.414	2.283	rating_disgusted	7.71	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
185.132	1.983	rating_warm	0.21	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
190.467	2.307	rating_engaged	0.42	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
193.208	57.115	video	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
252.574	2.21	rating_relevance	0.1	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
259.877	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
263.011	2.617	rating_sad	0.1	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
267.93	2.516	rating_afraid	0.42	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
273.165	2.733	rating_disgusted	8.85	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
277.066	1.616	rating_warm	0.31	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
282.468	2.0	rating_engaged	4.27	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
285.501	243.876	video	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
532.112	2.701	rating_relevance	58.02	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
537.814	3.383	rating_happy	1.25	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
541.315	1.866	rating_sad	0.73	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
546.884	2.416	rating_afraid	0.0	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
552.302	2.817	rating_disgusted	7.19	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
557.204	2.704	rating_warm	0.52	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
561.189	1.669	rating_engaged	13.44	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
564.556	30.136	video	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
598.353	3.631	rating_relevance	0.31	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
601.704	1.966	rating_happy	0.21	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
605.972	1.216	rating_sad	0.0	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
612.025	2.249	rating_afraid	0.21	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
616.393	1.6	rating_disgusted	0.1	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
622.829	3.017	rating_warm	0.0	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
627.03	2.2	rating_engaged	0.1	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
