onset	duration	trial_type	response_value	stim_file
2.77	119.136	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
124.798	2.844	rating_relevance	71.56	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
129.416	2.444	rating_happy	0.0	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
135.168	3.17	rating_sad	70.83	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
138.536	1.516	rating_afraid	0.0	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
144.922	2.882	rating_disgusted	69.27	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
148.79	1.733	rating_warm	0.0	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
154.159	2.083	rating_engaged	65.0	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
157.116	207.957	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
368.005	2.893	rating_relevance	18.12	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
372.824	2.7	rating_happy	37.4	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
377.209	2.066	rating_sad	23.54	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
382.361	2.2	rating_afraid	0.0	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
386.879	1.699	rating_disgusted	0.0	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
392.831	2.633	rating_warm	21.77	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
397.583	2.372	rating_engaged	30.52	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
400.25	203.927	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
606.211	2.006	rating_relevance	18.54	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
611.279	2.049	rating_happy	5.94	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
618.249	4.0	rating_sad	35.1	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
621.483	2.222	rating_afraid	25.1	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
626.535	2.253	rating_disgusted	3.54	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
630.603	1.299	rating_warm	0.21	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
637.156	2.832	rating_engaged	42.5	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
639.359	177.53	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
819.524	2.596	rating_relevance	70.1	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
824.075	2.133	rating_happy	70.21	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
828.894	1.933	rating_sad	20.1	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
833.179	1.199	rating_afraid	0.0	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
838.114	1.116	rating_disgusted	0.0	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
844.433	2.423	rating_warm	78.75	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
849.285	2.253	rating_engaged	76.15	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
