onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
10.12	0.98	cognitive	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-cognitive/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
12.42	1.93	cognitive	expectrating	1	high_cue	n/a	63.85	Strong	63.85	Strong	0.97	0.96	task-social/cue/runtype-cognitive/sch/h049.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.22	5.0	cognitive	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	task-social/stim/runtype-cognitive/29_100.jpg	n/a	n/a	n/a	n/a	n/a	same	diff	False
31.51	1.95	cognitive	outcomerating	1	high_cue	med_stim	69.39	Very Strong	69.39	Very Strong	0.97	0.96	task-social/outcomerating/task-cognitive_scale.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
36.31	0.99	cognitive	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-cognitive/sch/h007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.21	1.32	cognitive	expectrating	2	high_cue	n/a	29.22	Strong	29.22	Strong	0.43	0.88	task-social/cue/runtype-cognitive/sch/h007.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
47.51	5.0	cognitive	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	task-social/stim/runtype-cognitive/39_50_R.jpg	n/a	n/a	n/a	n/a	n/a	diff	diff	True
55.82	3.09	cognitive	outcomerating	2	high_cue	low_stim	9.01	Weak	9.01	Weak	0.43	0.88	task-social/outcomerating/task-cognitive_scale.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.41	0.99	cognitive	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-cognitive/scl/l037.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
71.31	1.37	cognitive	expectrating	3	low_cue	n/a	40.45	Strong	40.45	Strong	0.5	0.87	task-social/cue/runtype-cognitive/scl/l037.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
80.51	5.0	cognitive	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	task-social/stim/runtype-cognitive/17_100_R.jpg	n/a	n/a	n/a	n/a	n/a	diff	same	False
96.42	1.35	cognitive	outcomerating	3	low_cue	med_stim	63.13	Strong	63.13	Strong	0.5	0.87	task-social/outcomerating/task-cognitive_scale.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.1	1.0	cognitive	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-cognitive/sch/h030.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.02	1.71	cognitive	expectrating	4	high_cue	n/a	36.82	Strong	36.82	Strong	0.48	1.22	task-social/cue/runtype-cognitive/sch/h030.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
