onset	duration	trial_type	response_value	stim_file_TODO
2.768	148.054	video	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
155.298	4.44	rating_relevance	1.25	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
160.384	n/a	rating_happy	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
165.419	n/a	rating_sad	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
170.454	n/a	rating_afraid	n/a	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
175.289	4.317	rating_disgusted	0.0	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
177.823	1.834	rating_warm	0.94	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
184.459	3.451	rating_engaged	1.35	task-alignvideo/ses-03_run-02_order-01_content-planetearth.mp4
186.046	86.596	video	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
277.194	n/a	rating_relevance	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
282.229	n/a	rating_happy	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
287.264	n/a	rating_sad	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
292.283	n/a	rating_afraid	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
297.318	n/a	rating_disgusted	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
302.353	n/a	rating_warm	n/a	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
305.471	2.599	rating_engaged	6.67	task-alignvideo/ses-03_run-02_order-02_content-normativeprosocial3.mp4
307.902	196.694	video	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
509.147	n/a	rating_relevance	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
514.166	n/a	rating_happy	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
519.201	n/a	rating_sad	n/a	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
523.202	3.482	rating_afraid	0.52	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
526.32	1.582	rating_disgusted	1.35	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
532.773	3.017	rating_warm	2.29	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
537.374	2.6	rating_engaged	1.15	task-alignvideo/ses-03_run-02_order-03_content-heartstop.mp4
539.808	35.147	video	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
577.272	2.279	rating_relevance	1.04	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
581.724	1.716	rating_happy	25.52	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
586.676	1.65	rating_sad	0.0	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
594.546	n/a	rating_afraid	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
599.581	n/a	rating_disgusted	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
604.599	n/a	rating_warm	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
609.635	n/a	rating_engaged	n/a	task-alignvideo/ses-03_run-02_order-04_content-beachsunrise.mp4
