onset	duration	run_type	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file_TODO	pain_onset_ttl1	pain_onset_ttl2	pain_onset_ttl3	pain_onset_ttl4	pain_stimulus_delivery_success	cognitive_correct_response	cognitive_participant_response	cognitive_response_accuracy
10.98	1.0	pain	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14.3	2.16	pain	expectrating	1	low_cue	n/a	90.0	Very Strong	90.0	Very Strong	1.1	1.06	task-social/cue/runtype-pain/scl/l032.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.54	12.369999999999997	pain	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30.54	34.3	39.3	42.91	success	n/a	n/a	n/a
45.3	1.9	pain	outcomerating	1	low_cue	med_stim	46.64	Strong	46.64	Strong	1.1	1.06	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
51.48	1.0	pain	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
53.68	2.41	pain	expectrating	2	low_cue	n/a	78.15	Very Strong	78.15	Very Strong	0.7	1.71	task-social/cue/runtype-pain/scl/l044.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
60.41	12.820000000000007	pain	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	60.41	64.42	69.42	73.23	success	n/a	n/a	n/a
75.19	2.7	pain	outcomerating	2	low_cue	high_stim	76.08	Very Strong	76.08	Very Strong	0.7	1.71	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
82.98	1.0	pain	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h001.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.8	1.95	pain	expectrating	3	high_cue	n/a	91.84	Very Strong	91.84	Very Strong	0.6	1.35	task-social/cue/runtype-pain/sch/h001.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
90.51	11.899999999999991	pain	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	90.51	94.01	99.01	102.41	success	n/a	n/a	n/a
100.39	3.19	pain	outcomerating	3	high_cue	low_stim	18.07	Moderate	18.07	Moderate	0.6	1.35	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
117.19	0.98	pain	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h036.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
119.29	2.7	pain	expectrating	4	high_cue	n/a	106.55	Strongest sensation of any kind	106.55	Strongest sensation of any kind	0.83	1.87	task-social/cue/runtype-pain/sch/h036.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
130.82	12.360000000000014	pain	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	130.82	134.58	139.58	143.19	success	n/a	n/a	n/a
145.59	3.36	pain	outcomerating	4	high_cue	med_stim	16.54	Moderate	16.54	Moderate	0.83	1.87	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
150.49	1.0	pain	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h031.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
152.69	3.29	pain	expectrating	5	high_cue	n/a	95.07	Very Strong	95.07	Very Strong	2.15	1.14	task-social/cue/runtype-pain/sch/h031.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
168.95	12.820000000000022	pain	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	168.95	172.96	177.96	181.77	success	n/a	n/a	n/a
179.58	1.51	pain	outcomerating	5	high_cue	high_stim	96.44	Very Strong	96.44	Very Strong	2.15	1.14	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
185.09	1.0	pain	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l053.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187.09	2.59	pain	expectrating	6	low_cue	n/a	120.17	Strongest sensation of any kind	120.17	Strongest sensation of any kind	1.05	1.54	task-social/cue/runtype-pain/scl/l053.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193.61	12.819999999999993	pain	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	193.61	197.62	202.62	206.43	success	n/a	n/a	n/a
204.29	2.04	pain	outcomerating	6	low_cue	high_stim	132.32	Strongest sensation of any kind	132.32	Strongest sensation of any kind	1.05	1.54	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
213.18	1.0	pain	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l026.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
216.48	3.0	pain	expectrating	7	low_cue	n/a	91.61	Very Strong	91.61	Very Strong	0.57	2.43	task-social/cue/runtype-pain/scl/l026.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
223.01	11.909999999999997	pain	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	223.01	226.51	231.51	234.91	success	n/a	n/a	n/a
238.09	2.54	pain	outcomerating	7	low_cue	low_stim	10.68	Moderate	10.68	Moderate	0.57	2.43	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
244.28	1.0	pain	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h003.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
247.3	2.05	pain	expectrating	8	high_cue	n/a	61.24	Strong	61.24	Strong	1.05	1.0	task-social/cue/runtype-pain/sch/h003.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
252.02	12.819999999999965	pain	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	252.02	256.03	261.03	264.84	success	n/a	n/a	n/a
262.99	2.05	pain	outcomerating	8	high_cue	high_stim	49.55	Strong	49.55	Strong	1.05	1.0	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
270.39	1.0	pain	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/sch/h016.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
272.39	1.97	pain	expectrating	9	high_cue	n/a	85.26	Very Strong	85.26	Very Strong	1.03	0.93	task-social/cue/runtype-pain/sch/h016.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
279.74	11.899999999999977	pain	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	n/a	279.74	283.24	288.24	291.64	success	n/a	n/a	n/a
298.58	1.52	pain	outcomerating	9	high_cue	low_stim	4.15	Weak	4.15	Weak	1.03	0.93	task-social/outcomerating/task-pain_scale.png	n/a	n/a	n/a	n/a	success	n/a	n/a	n/a
304.08	1.0	pain	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	task-social/cue/runtype-pain/scl/l005.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
306.29	1.47	pain	expectrating	10	low_cue	n/a	94.13	Very Strong	94.13	Very Strong	0.5	0.97	task-social/cue/runtype-pain/scl/l005.png	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
